symbol,shortName,exchange,bucket,marketCap,sector_name,industry_name
VALE,VALE S.A.,NYQ,large,62602268672.0,Basic Materials,Other Industrial Metals & Mining
IMO,Imperial Oil Limited,ASE,large,62129885184.0,Energy,Oil & Gas Integrated
WUXIF,WUXI APPTEC CO LTD,PNK,large,62002475008.0,Healthcare,Diagnostics & Research
RELX,RELX PLC PLC,NYQ,large,61963194368.0,Industrials,Specialty Business Services
RNMBY,Rheinmetall AG,PNK,large,61802496000.0,Industrials,Aerospace & Defense
PCRFF,Panasonic Holdings Corporation,PNK,large,61525274624.0,Technology,Consumer Electronics
RNMBF,Rheinmetall AG,PNK,large,61421789184.0,Industrials,Aerospace & Defense
ANCTF,Alimentation Couche-Tard Inc.,PNK,large,61411700736.0,Consumer Cyclical,Specialty Retail
NNFSF,NONGFU SPRING CO LTD.,PNK,large,61180776448.0,Consumer Defensive,Beverages - Non-Alcoholic
WPM,Wheaton Precious Metals Corp,NYQ,large,60948267008.0,Basic Materials,Gold
KBCSY,KBC Group SA,PNK,large,59207200768.0,Financial Services,Banks - Regional
GWLIF,"Great West Lifeco, Inc.",PNK,large,58671407104.0,Financial Services,Insurance - Life
NTDOY,"Nintendo Co., Ltd.",PNK,large,58658189312.0,Communication Services,Electronic Gaming & Multimedia
NGLOY,Anglo American plc,OQX,large,58567528448.0,Basic Materials,Other Industrial Metals & Mining
AAUKF,Anglo American plc,OQX,large,58342518784.0,Basic Materials,Other Industrial Metals & Mining
NTDOF,"Nintendo Co., Ltd.",PNK,large,58323857408.0,Communication Services,Electronic Gaming & Multimedia
LSEGY,London Stock Exchange Group plc,OQX,large,58302029824.0,Financial Services,Financial Data & Stock Exchanges
LDNXF,London Stock Exchange Group plc,OQX,large,58214490112.0,Financial Services,Financial Data & Stock Exchanges
UOVEF,United Overseas Bank Ltd.,PNK,large,57368150016.0,Financial Services,Banks - Regional
TKPHF,"Takeda Pharmaceutical Co., Ltd.",PNK,large,57307410432.0,Healthcare,Drug Manufacturers - Specialty & Generic
EONGY,E.ON SE,PNK,large,57226407936.0,Utilities,Utilities - Diversified
DBOEY,Deutsche Boerse AG,PNK,large,57024983040.0,Financial Services,Financial Data & Stock Exchanges
BAYRY,Bayer A.G.,OQX,large,56744812544.0,Healthcare,Drug Manufacturers - General
SNGNF,Singapore Telecommunications Lt,PNK,large,56472793088.0,Communication Services,Telecom Services
CMPGF,Compass Group Plc,OQX,large,56419790848.0,Consumer Cyclical,Restaurants
LTOUF,Larsen & Toubro Ltd.,PNK,large,56286683136.0,Industrials,Engineering & Construction
FKURF,Fujikura  Ltd.,PNK,large,55946125312.0,Industrials,Conglomerates
BAYZF,Bayer A.G.,OQX,large,55890104320.0,Healthcare,Drug Manufacturers - General
DBOEF,Deutsche Boerse AG,PNK,large,55844102144.0,Financial Services,Financial Data & Stock Exchanges
TAK,Takeda Pharmaceutical Company L,NYQ,large,55726628864.0,Healthcare,Drug Manufacturers - Specialty & Generic
ENAKF,E.ON SE,PNK,large,55527907328.0,Utilities,Utilities - Diversified
CMCLF,CMOC GROUP LTD,PNK,large,55382429696.0,Basic Materials,Other Industrial Metals & Mining
UOVEY,United Overseas Bank Ltd.,PNK,large,55312805888.0,Financial Services,Banks - Regional
MT,Arcelor Mittal NY Registry Shar,NYQ,large,55263719424.0,Basic Materials,Steel
EBKOF,Erste Group Bank AG,PNK,large,55257186304.0,Financial Services,Banks - Regional
CMPGY,Compass Group Plc,OQX,large,55124152320.0,Consumer Cyclical,Restaurants
HOCPY,Hoya Corp.,PNK,large,54894485504.0,Healthcare,Medical Instruments & Supplies
SGAPY,Singapore Telecommunications Lt,PNK,large,54803161088.0,Communication Services,Telecom Services
KBCSF,KBC Group SA,PNK,large,54745939968.0,Financial Services,Banks - Regional
DGEAF,Diageo plc,PNK,large,54611611648.0,Consumer Defensive,Beverages - Wineries & Distilleries
FJIKY,Fujikura  Ltd.,PNK,large,54439436288.0,Industrials,Conglomerates
SSUMY,Sumitomo Corp.,PNK,large,54259793920.0,Industrials,Conglomerates
CIIHY,"Citic Securities Co., Ltd.",PNK,large,54138105856.0,Financial Services,Capital Markets
ARGX,argenx SE,NMS,large,54117761024.0,Healthcare,Biotechnology
ARGNF,ARGENX SE,PNK,large,54115258368.0,Healthcare,Biotechnology
EBKDY,Erste Group Bank AG,PNK,large,53885956096.0,Financial Services,Banks - Regional
DEO,Diageo plc,NYQ,large,53560963072.0,Consumer Defensive,Beverages - Wineries & Distilleries
HONA,Honeywell Aerospace Inc.,NMS,large,53407514624.0,Industrials,Aerospace & Defense
NOKBF,Nokia Corp.,PNK,large,53257375744.0,Technology,Communication Equipment
ANFGF,Antofagasta plc,PNK,large,53206687744.0,Basic Materials,Copper
HOCPF,Hoya Corp.,PNK,large,53088083968.0,Healthcare,Medical Instruments & Supplies
EA,Electronic Arts Inc.,NMS,large,52925640704.0,Communication Services,Electronic Gaming & Multimedia
BASFY,BASF SE,OQX,large,52705783808.0,Basic Materials,Chemicals
LBLCF,Loblaw Companies Limited,PNK,large,52549558272.0,Consumer Defensive,Grocery Stores
BFFAF,BASF SE,OQX,large,52396269568.0,Basic Materials,Chemicals
GALDY,GALDERMA GROUP AG,PNK,large,52356747264.0,Healthcare,Drug Manufacturers - Specialty & Generic
NOK,Nokia Corporation Sponsored,NYQ,large,52252516352.0,Technology,Communication Equipment
CHCJY,"China Citic Bank Corp., Ltd.",PNK,large,52250812416.0,Financial Services,Banks - Regional
SEMHF,Siemens Healthineers AG,PNK,large,52227420160.0,Healthcare,Medical Devices
SSUMF,Sumitomo Corp.,PNK,large,52127313920.0,Industrials,Conglomerates
MARUY,Marubeni Corp.,PNK,large,52108394496.0,Industrials,Conglomerates
CVE,Cenovus Energy Inc,NYQ,large,52099919872.0,Energy,Oil & Gas Integrated
MBGAF,Mercedes Benz Group AG,PNK,large,52021321728.0,Consumer Cyclical,Auto Manufacturers
MBGYY,Mercedes Benz Group AG,PNK,large,52002172928.0,Consumer Cyclical,Auto Manufacturers
MARUF,Marubeni Corp.,PNK,large,51929440256.0,Industrials,Conglomerates
UCBJF,UCB S.A.,PNK,large,51353059328.0,Healthcare,Biotechnology
GDERF,GALDERMA GROUP AG,PNK,large,51289907200.0,Healthcare,Drug Manufacturers - Specialty & Generic
SMMNY,Siemens Healthineers AG,PNK,large,51057856512.0,Healthcare,Medical Devices
SDVKF,Sandvik AB,PNK,large,50758168576.0,Industrials,Specialty Industrial Machinery
INFY,Infosys Limited,NYQ,large,50748047360.0,Technology,Information Technology Services
SSREY,Swiss Re Ltd,PNK,large,50728775680.0,Financial Services,Insurance - Reinsurance
DANOY,Danone,OQX,large,50695028736.0,Consumer Defensive,Packaged Foods
HINKF,Heineken N.V.,OQX,large,50614456320.0,Consumer Defensive,Beverages - Brewers
ORANY,Orange,PNK,large,50497712128.0,Communication Services,Telecom Services
WMMVF,Wal-Mart De Mexico S.A.B. de C.,PNK,large,50456551424.0,Consumer Defensive,Discount Stores
LZAGY,Lonza Group AG,PNK,large,50426368000.0,Healthcare,Diagnostics & Research
AMSYF,ArcelorMittal,PNK,large,50106068992.0,Basic Materials,Steel
ELEZF,ENDESA SA,PNK,large,50095759360.0,Utilities,Utilities - Regulated Electric
STM,STMicroelectronics N.V.,NYQ,large,50022756352.0,Technology,Semiconductors
WMMVY,Wal-Mart De Mexico S.A.B. de C.,OQX,large,49991782400.0,Consumer Defensive,Discount Stores
ELEZY,Endesa S.A.,PNK,large,49942560768.0,Utilities,Utilities - Regulated Electric
TYHOY,Toyota Tsusho Corp.,PNK,large,49938210816.0,Industrials,Conglomerates
CODGF,Compagnie de Saint-Gobain,PNK,large,49888104448.0,Industrials,Building Products & Equipment
HEINY,Heineken N.V.,OQX,large,49864818688.0,Consumer Defensive,Beverages - Brewers
DSDVY,DSV A S,PNK,large,49722077184.0,Industrials,Integrated Freight & Logistics
LZAGF,Lonza Group AG,PNK,large,49701154816.0,Healthcare,Diagnostics & Research
RWNFF,RWE AG,PNK,large,49660702720.0,Utilities,Utilities - Diversified
GPDNF,DANONE,OQX,large,49475014656.0,Consumer Defensive,Packaged Foods
BSQKZ,"Block, Inc.",PNK,large,49265188864.0,Technology,Software - Infrastructure
UCBJY,UCB S.A.,PNK,large,49255768064.0,Healthcare,Biotechnology
CNSWF,"Constellation Software, Inc.",PNK,large,49048219648.0,Technology,Software - Application
DSDVF,DSV A S,PNK,large,48996204544.0,Industrials,Integrated Freight & Logistics
SSREF,Swiss Re Ltd,PNK,large,48874840064.0,Financial Services,Insurance - Reinsurance
RWEOY,RWE AG,PNK,large,48821030912.0,Utilities,Utilities - Diversified
CRZBY,Commerzbank AG,PNK,large,48811053056.0,Financial Services,Banks - Regional
FNCTF,Orange,PNK,large,48663846912.0,Communication Services,Telecom Services
HCMLF,HOLCIM LTD,PNK,large,48575447040.0,Basic Materials,Building Materials
STMEF,STMicroelectronics N.V.,PNK,large,48551501824.0,Technology,Semiconductors
CNSWY,"Constellation Software, Inc.",PNK,large,48528605184.0,Technology,Software - Application
CODYY,Compagnie de Saint-Gobain,PNK,large,48419368960.0,Industrials,Building Products & Equipment
ASMIY,ASM International N.V.,OQX,large,48413364224.0,Technology,Semiconductor Equipment & Materials
HCMLY,HOLCIM LTD,PNK,large,48398446592.0,Basic Materials,Building Materials
FMXUF,Fomento Economico Mexicano SAB,PNK,large,48350294016.0,Consumer Defensive,Beverages - Brewers
SDVKY,Sandvik AB,PNK,large,48281317376.0,Industrials,Specialty Industrial Machinery
WOPEF,Woodside Energy Group Ltd.,PNK,large,48138747904.0,Energy,Oil & Gas E&P
ANNSF,Aena SME S.A.,PNK,large,47977369600.0,Industrials,Airports & Air Services
FER,Ferrovial N.V.,NMS,large,47947202560.0,Industrials,Engineering & Construction
CRZBF,Commerzbank AG,PNK,large,47773442048.0,Financial Services,Banks - Regional
ITCTY,,PNK,large,47737274368.0,Consumer Defensive,Tobacco
CHBJF,CHINA CITIC BANK CORPORATION LT,PNK,large,47390203904.0,Financial Services,Banks - Regional
DNBBF,DNB NOR BANK ASA,PNK,large,47272267776.0,Financial Services,Banks - Regional
DELKY,Delek Group Ltd.,PNK,large,47207841792.0,Energy,Oil & Gas E&P
PPCCY,"PICC Property and Casualty Co.,",PNK,large,46976716800.0,Financial Services,Insurance - Property & Casualty
UMC,United Microelectronics Corpora,NYQ,large,46948048896.0,Technology,Semiconductors
DNKEY,Danske Bank A/S,OID,large,46824009728.0,Financial Services,Banks - Regional
MSADF,"MS&AD Insurance Group Holdings,",PNK,large,46480945152.0,Financial Services,Insurance - Property & Casualty
RBGLY,Reckitt Benckiser Group Plc.,OQX,large,46392844288.0,Consumer Defensive,Household & Personal Products
DNBBY,DNB ASA,PNK,large,46363574272.0,Financial Services,Banks - Regional
ABEV,Ambev S.A.,NYQ,large,46358384640.0,Consumer Defensive,Beverages - Brewers
ANYYY,Aena SME S.A.,PNK,large,46350000128.0,Industrials,Airports & Air Services
ASMXF,ASM International N.V.,OID,large,46348791808.0,Technology,Semiconductor Equipment & Materials
SWRAY,Swire Pacific Ltd.,PNK,large,46255984640.0,Industrials,Conglomerates
FNV,Franco-Nevada Corporation,NYQ,large,46024974336.0,Basic Materials,Gold
SWDBF,Swedbank AB,PNK,large,45903745024.0,Financial Services,Banks - Regional
DRPRY,DR ING H C F PORSCHE AG,PNK,large,45823299584.0,Consumer Cyclical,Auto Manufacturers
SWDBY,Swedbank AB,PNK,large,45712715776.0,Financial Services,Banks - Regional
HNHAF,HON HAI PRECISION INDUSTRY,PNK,large,45591932928.0,Technology,Electronic Components
PTPIF,CHANDRA ASRI PACIFIC TBK,PNK,large,45540851712.0,Basic Materials,Specialty Chemicals
PSKOF,ORLEN SA,PNK,large,45369618432.0,Energy,Oil & Gas Integrated
SLF,Sun Life Financial Inc.,NYQ,large,45356752896.0,Financial Services,Insurance - Diversified
JHPCY,,PNK,large,45132959744.0,Healthcare,Drug Manufacturers - Specialty & Generic
CSLLY,CSL Ltd.,OQX,large,45056036864.0,Healthcare,Biotechnology
LNVGY,Lenovo Group Ltd.,PNK,large,44820869120.0,Technology,Computer Hardware
RBGPF,Reckitt Benckiser Group Plc.,OQX,large,44773384192.0,Consumer Defensive,Household & Personal Products
TYHOF,TOYOTA TSUSHO CORP,PNK,large,44733235200.0,Industrials,Conglomerates
SMTOF,Sumitomo Electric Industries Lt,PNK,large,44673810432.0,Consumer Cyclical,Auto Parts
RNECF,Renesas Electronics Corp,PNK,large,44481089536.0,Technology,Semiconductors
VWAGY,Volkswagen AG,PNK,large,44464889856.0,Consumer Cyclical,Auto Manufacturers
MSADY,"MS&AD Insurance Group Holdings,",PNK,large,44463169536.0,Financial Services,Insurance - Property & Casualty
DRPRF,DR ING H C F PORSCHE AG,PNK,large,44411248640.0,Consumer Cyclical,Auto Manufacturers
JDCMF,"JD.com, Inc.",PNK,large,44389171200.0,Consumer Cyclical,Internet Retail
LNVGF,Lenovo Group Ltd.,PNK,large,44284633088.0,Technology,Computer Hardware
DLICY,DAIICHI LIFE GROUP INC.,PNK,large,44252921856.0,Financial Services,Insurance - Life
HLN,Haleon plc,NYQ,large,44170752000.0,Healthcare,Drug Manufacturers - Specialty & Generic
TRI,Thomson Reuters Corp,NMS,large,44115259392.0,Industrials,Specialty Business Services
ORXCF,ORIX Corp.,PNK,large,44016975872.0,Financial Services,Financial Conglomerates
VWAPY,Volkswagen AG,PNK,large,43913465856.0,Consumer Cyclical,Auto Manufacturers
CMXHF,CSL Ltd.,OQX,large,43877916672.0,Healthcare,Biotechnology
CTPCY,Citic Ltd,PNK,large,43809935360.0,Industrials,Conglomerates
IX,ORIX Corporation,NYQ,large,43787608064.0,Financial Services,Financial Conglomerates
DCNSF,DAI-ICHI LIFE HOLDINGS INC,PNK,large,43766628352.0,Financial Services,Insurance - Life
RNECY,Renesas Electronics Corp,PNK,large,43750092800.0,Technology,Semiconductors
VLKAF,Volkswagen AG,PNK,large,43749711872.0,Consumer Cyclical,Auto Manufacturers
DNSKF,DANSKE BANK A/S,OID,large,43660439552.0,Financial Services,Banks - Regional
HLNCF,HALEON PLC,PNK,large,43598245888.0,Healthcare,Drug Manufacturers - Specialty & Generic
ASAZF,Assa Abloy AB,PNK,large,43597971456.0,Industrials,Security & Protection Services
KB,KB Financial Group Inc,NYQ,large,43540668416.0,Financial Services,Banks - Regional
PBCRF,PT Bank Central Asia,PNK,large,43375312896.0,Financial Services,Banks - Regional
VLKPF,Volkswagen AG,PNK,large,43362041856.0,Consumer Cyclical,Auto Manufacturers
PBCRY,PT Bank Central Asia,PNK,large,43350732800.0,Financial Services,Banks - Regional
SUHJY,Sun Hung Kai Properties Ltd.,OID,large,43089989632.0,Real Estate,Real Estate - Development
SUHJF,Sun Hung Kai Properties Ltd.,OID,large,43061014528.0,Real Estate,Real Estate - Development
BAMXF,Bayerische Motoren Werke AG,PNK,large,42960699392.0,Consumer Cyclical,Auto Manufacturers
PPRUF,Kering SA,PNK,large,42837069824.0,Consumer Cyclical,Luxury Goods
ASAZY,Assa Abloy AB,PNK,large,42831536128.0,Industrials,Security & Protection Services
KMTUF,Komatsu Ltd.,PNK,large,42660675584.0,Industrials,Farm & Heavy Construction Machinery
PRYMF,Prysmian S.P.A.,PNK,large,42647937024.0,Industrials,Electrical Equipment & Parts
WDS,Woodside Energy Group Limited,NYQ,large,42622664704.0,Energy,Oil & Gas E&P
OTSKY,Otsuka Holdings Co. Ltd.,PNK,large,42546360320.0,Healthcare,Drug Manufacturers - General
JPPHY,JAPAN POST HLDGS CO LTD,PNK,large,42487640064.0,Financial Services,Banks - Regional
NIPNF,NEC CORP,PNK,large,42443010048.0,Technology,Information Technology Services
CCJ,Cameco Corporation,NYQ,large,42416558080.0,Energy,Uranium
LGRDY,LeGrand SA,PNK,large,42387406848.0,Industrials,Electrical Equipment & Parts
PRYMY,Prysmian S.P.A.,PNK,large,42376146944.0,Industrials,Electrical Equipment & Parts
NPSNY,Naspers Ltd.,PNK,large,42225664000.0,Consumer Cyclical,Internet Retail
WCN,"Waste Connections, Inc.",NYQ,large,42019180544.0,Industrials,Waste Management
PWCDF,Power Corp. of Canada,PNK,large,41976147968.0,Financial Services,Insurance - Life
SMTOY,Sumitomo Electric Industries Lt,PNK,large,41866100736.0,Consumer Cyclical,Auto Parts
BMPSY,BANCA MONTE DEI PASCHI DI SIENA,PNK,large,41793441792.0,Financial Services,Banks - Regional
FMX,Fomento Economico Mexicano S.A.,NYQ,large,41719853056.0,Consumer Defensive,Beverages - Brewers
KMTUY,Komatsu Ltd.,PNK,large,41656586240.0,Industrials,Farm & Heavy Construction Machinery
EQBBF,EQT AB,PNK,large,41490014208.0,Financial Services,Asset Management
SWZCF,Swisscom AG,OID,large,41387929600.0,Communication Services,Telecom Services
GMGSF,Goodman Group Sydney NSW,PNK,large,41355939840.0,Real Estate,REIT - Diversified
HMC,"Honda Motor Company, Ltd.",NYQ,large,41287303168.0,Consumer Cyclical,Auto Manufacturers
BMWKY,Bayerische Motoren Werke AG,PNK,large,41247715328.0,Consumer Cyclical,Auto Manufacturers
TEVA,Teva Pharmaceutical Industries ,NYQ,large,41204871168.0,Healthcare,Drug Manufacturers - Specialty & Generic
DTRUY,DAIMLER TRUCK HLDG AG,PNK,large,41136615424.0,Industrials,Farm & Heavy Construction Machinery
HNDAF,"Honda Motor Co., Ltd.",PNK,large,40872091648.0,Consumer Cyclical,Auto Manufacturers
DSCSY,Disco Corp.,PNK,large,40794710016.0,Technology,Semiconductor Equipment & Materials
OTSKF,OTSUKA HLDGS CO LTD,PNK,large,40733749248.0,Healthcare,Drug Manufacturers - General
SVKEF,Skandinaviska Enskilda Banken A,PNK,large,40670187520.0,Financial Services,Banks - Regional
FSUMF,FORTESCUE LTD.,OQX,large,40642338816.0,Basic Materials,Other Industrial Metals & Mining
PPRUY,Kering SA,PNK,large,40513433600.0,Consumer Cyclical,Luxury Goods
SCMWY,Swisscom AG,OID,large,40365535232.0,Communication Services,Telecom Services
FJTSY,Fujitsu Ltd.,PNK,large,40332922880.0,Technology,Information Technology Services
BMDPF,Banca Monte Dei Paschi S.p.a.,PNK,large,40259039232.0,Financial Services,Banks - Regional
HOCFF,Hochtief AG,PNK,large,40256581632.0,Industrials,Engineering & Construction
ESLT,Elbit Systems Ltd.,NMS,large,40251719680.0,Industrials,Aerospace & Defense
TSCDY,Tesco PLC,OQX,large,40216801280.0,Consumer Defensive,Grocery Stores
SWRAF,Swire Pacific Ltd.,PNK,large,40088522752.0,Industrials,Conglomerates
FANUF,Fanuc Corporation,PNK,large,40088453120.0,Industrials,Specialty Industrial Machinery
SMPNY,Sompo Hldgs Inc,PNK,large,40043393024.0,Financial Services,Insurance - Property & Casualty
TSCDF,Tesco PLC,OQX,large,39739265024.0,Consumer Defensive,Grocery Stores
FINMF,Leonardo S.P.A.,PNK,large,39568601088.0,Industrials,Aerospace & Defense
FSUGY,FORTESCUE LTD.,OQX,large,39410753536.0,Basic Materials,Other Industrial Metals & Mining
ONC,BeOne Medicines Ltd.,NMS,large,39397052416.0,Healthcare,Biotechnology
LGRVF,LeGrand SA,PNK,large,39388569600.0,Industrials,Electrical Equipment & Parts
TTRAF,TELSTRA GROUP LTD.,PNK,large,39321153536.0,Communication Services,Telecom Services
DISPF,Disco Corp.,PNK,large,39281807360.0,Technology,Semiconductor Equipment & Materials
CTPCF,CITIC LIMITED,PNK,large,39271854080.0,Industrials,Conglomerates
DTGHF,DAIMLER TRUCK HLDG AG,PNK,large,39256346624.0,Industrials,Farm & Heavy Construction Machinery
FANUY,Fanuc Corporation,PNK,large,39192625152.0,Industrials,Specialty Industrial Machinery
WEGZY,Weg SA,OID,large,39189049344.0,Industrials,Electrical Equipment & Parts
DKILY,Daikin Industries Ltd.,PNK,large,39161892864.0,Industrials,Building Products & Equipment
TLGPY,Telstra Group Limited,PNK,large,39120646144.0,Communication Services,Telecom Services
SKFOF,Sika Finanz Ag,PNK,large,39046873088.0,Basic Materials,Specialty Chemicals
SDZNY,Sandoz Group AG,OQX,large,39021391872.0,Healthcare,Drug Manufacturers - Specialty & Generic
TGOPY,3i Group,PNK,large,38940737536.0,Financial Services,Asset Management
